,Unnamed: 0,WID,Label,Eth Balance,Txn Count,Exchange,ERC 20 Txn,ERC 20 Txn In,ERC 20 Txn Out,ERC721 Txn Out,ERC721 Txn In,ERC721 Txn,Ratio Transfers
380,380,0x06f3cb03ad42808cf471e44530c1ddfa3fed518c,,0.043267287,80.0,N,68.0,33.0,35.0,0.0,0.0,0.0,0.94
381,381,0x07cf5e985d4e0a291dad85f64de9d62a9039db93,,0.034645283,7.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
382,382,0x091a81d222f796324bf7d840d4df92920834bd0b,,0.003748699,2.0,N,2.0,1.0,1.0,0.0,0.0,0.0,1.0
383,383,0x091cf2f3cd8e6c384ad2e25ec22c83eab7578d98,,0.000233748,3.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
384,384,0x09224da163bd5e36f19c0285789c66605a713a97,,100.6436285,24.0,N,16.0,13.0,3.0,0.0,0.0,0.0,4.33
385,385,0x0b6438f10fdae49e48815c4b5222b562789fb9f6,,3.936773945,22.0,N,8.0,8.0,0.0,0.0,0.0,0.0,1000.0
386,386,0x0bf8422f0a124e664f4ac2ec42cfe50afe8b8906,,24.57508963,1369.0,N,59.0,55.0,4.0,1178.0,1184.0,2362.0,13.75
387,387,0x0bf8c9969040c049a269d4766d3cd59b91a59a79,,0.429022679,19.0,N,4.0,2.0,2.0,0.0,6.0,6.0,1.0
388,388,0x0c5f8a049eed1dcfea0f42df2396e82ef3cc6ee6,,0.001727004,11.0,N,10.0,6.0,4.0,0.0,0.0,0.0,1.5
389,389,0x0c995006f8fe058fe7f9b3f7ce45eaf21c06907f,,30000.99914,10.0,N,4.0,4.0,0.0,0.0,0.0,0.0,1000.0
390,390,0x0cce9063088bad07a7e4a934646f357608f4867b,,4.773183883,97.0,N,0.0,0.0,0.0,0.0,50.0,50.0,1.0
391,391,0x0cd33186e2e66332ed4693bb65738d2eef478c14,,0.064126342,721.0,N,460.0,239.0,221.0,0.0,0.0,0.0,1.08
392,392,0x0cfa8c74fe6bff99a4379cb80a531d0582f7f636,,1.518848707,175.0,N,113.0,60.0,53.0,0.0,0.0,0.0,1.13
393,393,0x0ddf54cb7e44efc8960fbeb0339bdd2631f7cda7,,0.011678684,158.0,N,20.0,11.0,9.0,17.0,25.0,42.0,1.22
394,394,0x0dfd7d5d98f5075a0331cf18dc9a645f0bd456c6,,0.006381293,41.0,N,18.0,12.0,6.0,0.0,0.0,0.0,2.0
395,395,0x0e0a4d0f7369ca13cba4cea4d1d62ca72e682771,,4.648713612,1211.0,N,1838.0,636.0,1202.0,0.0,0.0,0.0,0.53
396,396,0x0eb83fb0c7b9eea97858c7635f2c2d114f432e4a,,0.0,2.0,N,2.0,1.0,1.0,0.0,0.0,0.0,1.0
397,397,0x109c8b70c5146bb7fdd404f42f6490d38f3c1938,,0.0,0.0,N,30.0,30.0,0.0,0.0,0.0,0.0,1000.0
398,398,0x10afa2966ce8f5c1dd937a0c8ebf457fdab159ab,,584.0402877,5.0,N,6.0,5.0,1.0,0.0,0.0,0.0,5.0
399,399,0x11b52a547304cb809a088df91076c167b2ce85f7,,4.628845026,287.0,N,58.0,41.0,17.0,50.0,254.0,304.0,2.41
400,400,0x12b24cd3dbe197bb2fcf64a14a5a34a0d78c255a,,0.059306904,7.0,N,7.0,5.0,2.0,0.0,0.0,0.0,2.5
401,401,0x138bbd5bb806e6948a5de58a65fc6eeb17f94e39,,0.334703175,101.0,N,55.0,26.0,29.0,0.0,0.0,0.0,0.9
402,402,0x13f4642780cb01566f2e5f31d4d8787a5f50c1d4,,0.096048863,129.0,N,111.0,6.0,105.0,0.0,0.0,0.0,0.06
403,403,0x1434f19804789e494e271f9cef8450e51790fcd2,,0.656487223,10.0,N,10.0,5.0,5.0,0.0,0.0,0.0,1.0
404,404,0x147683a5bdf3d06b363c250699e37ea44b2ae686,,0.172960848,268.0,N,15.0,7.0,8.0,0.0,0.0,0.0,0.88
405,405,0x150f7a2621c2bb15721dc164ae06679cea2f4bb8,,0.051621159,43.0,N,0.0,0.0,0.0,11.0,18.0,29.0,1.0
406,406,0x151b381058f91cf871e7ea1ee83c45326f61e96d,,28.98124156,10000.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
407,407,0x1544b21269b44e4d55c94bfe28e085dc8f8cf072,,0.004916038,10.0,N,2.0,1.0,1.0,1.0,1.0,2.0,1.0
408,408,0x1549f0da81ae6cfa147414361ee24dab56596c9a,,0.007071195,9.0,N,9.0,4.0,5.0,0.0,0.0,0.0,0.8
409,409,0x16361c788a2749d8863cf1549107481482c6a512,,0.104927,13.0,N,0.0,0.0,0.0,0.0,2.0,2.0,1.0
410,410,0x16552fa899f2e3a579315dbea75c19de9aa3ef37,,0.005762014,9.0,N,5.0,3.0,2.0,0.0,0.0,0.0,1.5
411,411,0x176f3dab24a159341c0509bb36b833e7fdd0a132,,316646.6049,106.0,N,1642.0,1639.0,3.0,0.0,0.0,0.0,546.33
412,412,0x1843b604b34eb2993bd4dcd9167c3bb4339f41da,,0.997570763,3.0,N,3.0,1.0,2.0,0.0,0.0,0.0,0.5
413,413,0x185fc964311e959d03df3b621ba76894f8dbe4fb,,1.95e-07,110.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
414,414,0x187c0e0aa33282096b39a33457939f1dc3ea8e0f,,36173.31842,74.0,N,5507.0,5439.0,68.0,0.0,0.0,0.0,79.99
415,415,0x187cf68e04ebf82e81ddc5da47e2b51e9308ff8f,,0.551853676,323.0,N,146.0,68.0,78.0,18.0,44.0,62.0,0.87
416,416,0x19fe135d520ebb3888d16677f98bcc0f15fdd5bf,,0.003887932,3.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
417,417,0x1a7092ee314e91f41b3ffd4a720d626264d0d5c1,,0.0,0.0,N,102.0,57.0,45.0,0.0,0.0,0.0,1.27
418,418,0x1ac1e87b41794018841adece1a54d424008fed57,,0.070221789,342.0,N,46.0,37.0,9.0,0.0,0.0,0.0,4.11
419,419,0x1b3cb81e51011b549d78bf720b0d924ac763a7c2,,560000.0001,187.0,N,267.0,267.0,0.0,0.0,94.0,94.0,1000.0
420,420,0x1b46875ea0084d036357ed88c8c5a971cf4e1a8e,,0.993229956,9.0,N,17.0,9.0,8.0,0.0,0.0,0.0,1.12
421,421,0x1bdba0a0efdf77387e001e08102b90496d6d8351,,0.13317284,1150.0,N,837.0,446.0,391.0,0.0,0.0,0.0,1.14
422,422,0x1c8238eb215814e918c2948a7b6d61e68e584b99,,76.27402849,420.0,N,234.0,129.0,105.0,0.0,0.0,0.0,1.23
423,423,0x1cb4d86982c55499c383ea865098632f11670deb,,583.8785994,7.0,N,28.0,28.0,0.0,0.0,0.0,0.0,1000.0
424,424,0x1e1d4705a61b38c097832dcdd77b35cfa829b996,,0.000392815,4.0,N,2.0,1.0,1.0,0.0,0.0,0.0,1.0
425,425,0x1e86580720eea6d60c58b77dc3e54d3aef198220,,0.231018244,92.0,N,159.0,133.0,26.0,0.0,0.0,0.0,5.12
426,426,0x1f404d04bb0008ae46a923108b6a51d64cde880f,,0.222734039,371.0,N,21.0,4.0,17.0,0.0,0.0,0.0,0.24
427,427,0x20547ef585371a71c73b526650d5a72e74daa298,,0.101310102,26.0,N,20.0,12.0,8.0,0.0,0.0,0.0,1.5
428,428,0x2184ad186ff046e1038d9ebbefab82e297f37e95,,0.300917384,1077.0,N,478.0,269.0,209.0,0.0,2.0,2.0,1.29
429,429,0x21aa10ff06a366b642d034a6a0fcb1d88b9e804c,,0.297126956,2183.0,N,2309.0,1253.0,1056.0,7.0,40.0,47.0,1.19
430,430,0x220bda5c8994804ac96ebe4df184d25e5c2196d4,,0.0,2.0,N,10000.0,4871.0,5129.0,0.0,0.0,0.0,0.95
431,431,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,,0.0,3.0,N,10000.0,5046.0,4954.0,0.0,0.0,0.0,1.02
432,432,0x2381bd1dd8a46471fb73b8706efb3aa02d7a70d0,,0.000233748,4.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
433,433,0x23fcac18ba310e10704f86bc75c42991f7c60113,,0.009830449,108.0,N,689.0,629.0,60.0,0.0,0.0,0.0,10.48
434,434,0x244e311449a4823fb0ed83810c72fd2b5a2b96dc,,0.540601759,382.0,N,384.0,191.0,193.0,0.0,50.0,50.0,0.99
435,435,0x254260542282345818b827be6c44f533fe15193a,,0.048041451,16.0,N,2.0,1.0,1.0,3.0,3.0,6.0,1.0
436,436,0x26ea609211f83f9be9078f3790a0b39b03150477,,0.756464238,1271.0,N,869.0,554.0,315.0,0.0,0.0,0.0,1.76
437,437,0x28082e3fccd81262fd4a18b3f6d750331c3e7fe3,,0.014773887,5.0,N,4.0,2.0,2.0,0.0,0.0,0.0,1.0
438,438,0x281916401c25170d209898ca73b49e21ab0f793b,,0.426801274,43.0,N,2.0,1.0,1.0,0.0,0.0,0.0,1.0
439,439,0x2871dcf2a26d058e5919fec0408c31734a1f8683,,0.000384408,2.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
440,440,0x2a038e100f8b85df21e4d44121bdbfe0c288a869,,10.74386828,10000.0,N,27.0,16.0,11.0,0.0,0.0,0.0,1.45
441,441,0x2a2f17db6f5a9dff54ca0594046635978c4bd396,,582.5890219,346.0,N,421.0,243.0,178.0,0.0,14.0,14.0,1.37
442,442,0x2a5499ceb5f2fae45630e65ee2082cda92248a31,,1.53493494,552.0,N,79.0,38.0,41.0,253.0,257.0,510.0,0.93
443,443,0x2a8565573d0b033ee4910484d0e4000092898686,,0.021259801,31.0,N,22.0,16.0,6.0,0.0,0.0,0.0,2.67
444,444,0x2b858f3e9247bb62eb06d3dc1e15bc6fa0fda195,,8.82e-05,33.0,N,0.0,0.0,0.0,10.0,13.0,23.0,1.0
445,445,0x2b8f85fdbd622bf25574226fa82d2e625129154d,,0.262855273,70.0,N,6548.0,6538.0,10.0,0.0,0.0,0.0,653.8
446,446,0x2bad11a4ccfa191d7cd4cb7c994fc84b0fe86970,,0.085604554,10.0,N,13.0,8.0,5.0,0.0,0.0,0.0,1.6
447,447,0x2c42e1486ed72ca8ef4c8b636a5e967356519b01,,0.126964565,218.0,N,127.0,69.0,58.0,0.0,0.0,0.0,1.19
448,448,0x2d675694f071422297575d11648d072323a9820a,,0.677721243,1232.0,N,105.0,66.0,39.0,408.0,2183.0,2591.0,1.69
449,449,0x2e7c2b8e45b8ceee6103c67d673b9051bd21ced7,,0.005891665,46.0,N,3.0,2.0,1.0,15.0,24.0,39.0,2.0
450,450,0x2ea32f87107e50a168ea0834bc92501226e1279f,,5.102575188,6472.0,N,4869.0,2526.0,2343.0,62.0,65.0,127.0,1.08
451,451,0x30a224f0d1928b2cb995506e520d8959f0090813,,582.2967551,53.0,N,60.0,24.0,36.0,0.0,0.0,0.0,0.67
452,452,0x30b8235f492265a734347c0bf36e2ffcad887be2,,28.20073417,10000.0,N,368.0,345.0,23.0,0.0,97.0,97.0,15.0
453,453,0x311a246119135b0ddb610fec9087b3338c856b07,,0.01466805,392.0,N,107.0,60.0,47.0,16.0,121.0,137.0,1.28
454,454,0x31c99cf29651a9b9fdfab62c7c483d52d8a172ea,,0.146252807,186.0,N,192.0,105.0,87.0,3.0,3.0,6.0,1.21
455,455,0x32f7b29eb742f77e24c6919f6cf7b019a30981ae,,2.314995972,211.0,N,45.0,30.0,15.0,32.0,166.0,198.0,2.0
456,456,0x3341caba0d179392bd9a8bc4ffca3e020fcb284e,,0.012915806,10.0,N,4.0,2.0,2.0,0.0,0.0,0.0,1.0
457,457,0x33fd66a93f296072932dc27e7b9769e3ba5f18a9,,29999.98744,8.0,N,32.0,29.0,3.0,0.0,0.0,0.0,9.67
458,458,0x343126bbde06a8bcbbd71eb966705f5a8a12eb8d,,0.028631158,25.0,N,3.0,0.0,3.0,0.0,4.0,4.0,0.0
459,459,0x35032f94ab8d9ad6edf182f87983239a3c1b1238,,0.001284265,2.0,N,2.0,1.0,1.0,0.0,0.0,0.0,1.0
460,460,0x351b24e425052d644efdf7add29312a7f5864ddf,,0.390034222,107.0,N,94.0,59.0,35.0,0.0,1.0,1.0,1.69
461,461,0x351c0381d2a6a97d9c7c5090ea5451c83c06b6de,,0.586319523,22.0,N,71.0,43.0,28.0,224.0,321.0,545.0,1.54
462,462,0x354c0cde1a644161731e4c1dc0af84217a1edc51,,0.0,147.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
463,463,0x359eea42dc1d61d53e9537225c0ecd0ab9915c1b,,0.624276991,19.0,N,14.0,10.0,4.0,0.0,2.0,2.0,2.5
464,464,0x369ec1589fa18735fb92ce11fe9ce2b9ad20769d,,0.010019163,99.0,N,34.0,20.0,14.0,0.0,0.0,0.0,1.43
465,465,0x390f7b54c16f8b6c21e43855736fd1631f0e5092,,0.0,0.0,N,9.0,9.0,0.0,0.0,0.0,0.0,1000.0
466,466,0x3996813efd2e7a8c9cbafd4bd2b3e8f5339969e2,,0.003331423,36.0,N,15.0,8.0,7.0,0.0,1.0,1.0,1.14
467,467,0x3aa370aacf4cb08c7e1e7aa8e8ff9418d73c7e0f,,0.0,185.0,N,10000.0,5119.0,4881.0,0.0,0.0,0.0,1.05
468,468,0x3be247ccd14fb707c88320ed907e8048ac45d03a,,0.070535952,58.0,N,12.0,6.0,6.0,0.0,0.0,0.0,1.0
469,469,0x3be55fa41801303f058014683e65d5fb1c6ee54e,,0.002659986,10.0,N,2.0,1.0,1.0,3.0,3.0,6.0,1.0
470,470,0x3c973b9dec925e94a0fe98d2981d5ed2cfe7fb11,,0.0,6.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
471,471,0x3d1d5aeb2ec46693de9488529b5f993c97f2bc37,,0.033793112,31.0,N,8.0,4.0,4.0,0.0,0.0,0.0,1.0
472,472,0x3d35e6fae8f1a6bd87de38a062efc935e66c54ec,,2.053907586,12.0,N,0.0,0.0,0.0,0.0,6.0,6.0,1.0
473,473,0x3d82740f83d909ae99c7e0a4ca47670eb35b8b93,,0.043943068,19.0,N,16.0,4.0,12.0,0.0,0.0,0.0,0.33
474,474,0x3e31acf0b636f4b65d3cdf897250fa99caa163d6,,584.2226273,22.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
475,475,0x3ead004aa388863ee4c82288579d85336ca62443,,0.042960383,297.0,N,194.0,106.0,88.0,19.0,22.0,41.0,1.2
476,476,0x3f596416d15399371530bbed9ba546337bc4845a,,0.072107457,6.0,N,0.0,0.0,0.0,3.0,8.0,11.0,1.0
477,477,0x3fab31171c942d6e1bf8f9a791089be175b91a10,,2.372846614,705.0,N,59.0,36.0,23.0,209.0,226.0,435.0,1.57
478,478,0x40275b67fcf59e9b2825be0b4aa0d21e0f69d8f7,,0.027017026,15.0,N,3.0,2.0,1.0,0.0,2.0,2.0,2.0
479,479,0x40978b43e72410ea5fe76f702d00f6ef46f586fc,,0.00138831,2.0,N,2.0,1.0,1.0,0.0,0.0,0.0,1.0
480,480,0x4186e395443ff20ff8afe8f9678a967d6bba870c,,0.0,1.0,N,2.0,2.0,0.0,0.0,0.0,0.0,1000.0
481,481,0x41afc08bf3a43b203b24cbe80a22510ba47dc317,,1.090353269,75.0,N,6.0,4.0,2.0,15.0,29.0,44.0,2.0
482,482,0x41d5bf5e7538d37eecc9f41b816acb55081a274e,,0.808006055,47.0,N,4.0,2.0,2.0,0.0,13.0,13.0,1.0
483,483,0x424c7d0f361bacda3d44490314425da3d618d407,,0.034510453,61.0,N,57.0,31.0,26.0,0.0,3.0,3.0,1.19
484,484,0x4267353801347d8e4e2c0b42b763dd279a919bb6,,0.043059993,150.0,N,131.0,68.0,63.0,0.0,0.0,0.0,1.08
485,485,0x42a4d747f87b2a8c3d4ed70f862ac572a6815c6f,,0.005324893,14.0,N,6.0,3.0,3.0,0.0,0.0,0.0,1.0
486,486,0x430189315845db6b26995856a4d8c3c13197eab1,,0.019717459,22.0,N,11.0,11.0,0.0,0.0,0.0,0.0,1000.0
487,487,0x43b93084dde145ac05bd68e2500462f0b92501d1,,1.634337851,7.0,N,8.0,6.0,2.0,0.0,0.0,0.0,3.0
488,488,0x449b593553f0e4ec0e2dfe409368221b35b1842c,,582.1762933,9.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
489,489,0x44ae4efa8463ada0dbba34fd969b973c92cab5ca,,0.972141111,22.0,N,11.0,8.0,3.0,53.0,73.0,126.0,2.67
490,490,0x44b3cde3bf40e8655a85dcc8748412f34c7ddf05,,0.0,16.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
491,491,0x44d4d08bfdf492ea6510b8d872e38cc162446f95,,0.001011703,4.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
492,492,0x45225d3536ac02928f16071ab05066bce95c2cd5,,178.490312,10000.0,N,10002.0,4775.0,5227.0,0.0,0.0,0.0,0.91
493,493,0x45265b2708b16ef07602c255d26de9c80142469b,,0.000384408,1764.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
494,494,0x46d7d425fb8b73e021adc695e96b321364fba123,,0.078772628,118.0,N,6.0,4.0,2.0,26.0,43.0,69.0,2.0
495,495,0x47b8b818bc6cd2c77c461efd5d1b2600bc6ae664,,0.120278157,107.0,N,303.0,253.0,50.0,0.0,0.0,0.0,5.06
496,496,0x47db9d2744de2b9f457f41294688d5f8b4aa7418,,0.057114985,47.0,N,4.0,3.0,1.0,3.0,21.0,24.0,3.0
497,497,0x47ead0a7b1347da19d34185a118269874d6957c2,,0.061633221,27.0,N,8.0,5.0,3.0,0.0,0.0,0.0,1.67
498,498,0x4899349b8c7f78b1d80dc5fd2719f5f9acada9cd,,0.014057607,7.0,N,4.0,2.0,2.0,0.0,0.0,0.0,1.0
499,499,0x491561db8b6fafb9007e62d050c282e92c4b6bc8,,30023.0,9.0,N,86.0,86.0,0.0,0.0,0.0,0.0,1000.0
500,500,0x493405a06485d4b4e58887d148a7d4f57272e403,,0.000233748,3.0,N,3.0,2.0,1.0,0.0,0.0,0.0,2.0
501,501,0x4935b89605452dff3d03b33cc68f5bae6034ec25,,0.02416339,15.0,N,11.0,6.0,5.0,0.0,0.0,0.0,1.2
502,502,0x49e56e34247b604bafd7b60884e8357f0459c808,,0.120990409,22.0,N,10.0,5.0,5.0,0.0,5.0,5.0,1.0
503,503,0x4a1e374038c20ab4cc2e6a0cd1952033f17f8740,,0.000254364,6.0,N,4.0,2.0,2.0,0.0,0.0,0.0,1.0
504,504,0x4a5b84fb4c7666692c49f2e11664710aa4d0d2a0,,1055.232749,10000.0,N,3.0,3.0,0.0,0.0,0.0,0.0,1000.0
505,505,0x4a8f1f5b2a3652131eac54a6f183a4a2cf44a9a6,,62.386213,10000.0,N,4.0,4.0,0.0,0.0,0.0,0.0,1000.0
506,506,0x4b71d79e81810aa66008256ebde8dcfef1bb226b,,2.46e-06,10.0,N,30.0,23.0,7.0,0.0,0.0,0.0,3.29
507,507,0x4bf455b63087abe47eb5b4b2989e6785cba09166,,0.0940356,21.0,N,13.0,8.0,5.0,0.0,0.0,0.0,1.6
508,508,0x4c337a27538acee6ef2ee3b78176bb8f3d77ffdd,,582.9944,1.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
509,509,0x4c36477d74e52f9279c9fde6d641832e7e373d31,,581.9923076,4.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
510,510,0x4d43a8ff008bfe7f1e9e71939aa02daa64352dad,,0.063719909,14.0,N,8.0,4.0,4.0,0.0,0.0,0.0,1.0
511,511,0x4d6af61f31c0a4c0a2d31b8c59f4cf44f9dbf2f8,,0.00875466,22.0,N,45.0,30.0,15.0,0.0,0.0,0.0,2.0
512,512,0x4d846da8257bb0ebd164eff513dff0f0c2c3c0ba,,0.274782054,10000.0,N,7.0,7.0,0.0,0.0,0.0,0.0,1000.0
513,513,0x4dcf555a8fe1097f5cca514e5dd0b4fdaec9081e,,0.970857719,296.0,N,36.0,21.0,15.0,93.0,119.0,212.0,1.4
514,514,0x4e88a7ef592a49b3e9b7546cde0e8ed320d3e8a9,,1.033784854,140.0,N,2.0,1.0,1.0,80.0,196.0,276.0,1.0
515,515,0x4efd8dfcf95da9fa25595e82c8a07a387703a86c,,0.19744912,25.0,N,21.0,16.0,5.0,0.0,0.0,0.0,3.2
516,516,0x4fc5ea5d20b0d882023b096e2d072d3294a4d80d,,0.002138405,9.0,N,0.0,0.0,0.0,0.0,2.0,2.0,1.0
517,517,0x4fdfb963b5a6ab64cf71f91904fe3f168d009cc0,,0.102500331,5.0,N,6.0,3.0,3.0,0.0,0.0,0.0,1.0
518,518,0x517c46825fb35c273de66d71dcef0d7b63b1076b,,36475.70559,910.0,N,48.0,47.0,1.0,0.0,0.0,0.0,47.0
519,519,0x526b507569ca21fd7cfa440aa68fee5c7e4cf16e,,0.732648645,244.0,N,43.0,25.0,18.0,35.0,80.0,115.0,1.39
520,520,0x527c3f6be1413c2c0d96859e55767296f5d64969,,0.07241469,98.0,N,183.0,94.0,89.0,0.0,0.0,0.0,1.06
521,521,0x54d1e805c4b5ac51397741e64578aebd4cfdd5f2,,583.5655638,5.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
522,522,0x54d22dcaba38a84c1d62eb136cd7725351ab982e,,0.026314625,17.0,N,2.0,1.0,1.0,1.0,4.0,5.0,1.0
523,523,0x54f4bd575b193df89168ad38b26fdf74f83f172a,,0.05445389,2.0,N,5.0,4.0,1.0,0.0,0.0,0.0,4.0
524,524,0x5549402bdf3206f9e24438dc6216ddee40bdd9b5,,582.101233,5.0,N,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
525,525,0x558efeb4b5ffa143d19334908242006771cf3a07,,0.050590569,35.0,N,32.0,18.0,14.0,0.0,0.0,0.0,1.29
526,526,0x566424ca179305611d891184586113dbc75c6898,,0.0,2.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
527,527,0x56a74ac8740d61c222d65404270d1b9a1925052e,,0.002360378,44.0,N,39.0,16.0,23.0,0.0,0.0,0.0,0.7
528,528,0x56d2a325cd1885c2c60de9ce8423d78baee79d79,,30000.98487,3.0,N,8.0,8.0,0.0,0.0,0.0,0.0,1000.0
529,529,0x5710d1e24902d1cdb9cc4dd622a579fece55f372,,583.03,14.0,N,10.0,10.0,0.0,0.0,0.0,0.0,1000.0
530,530,0x57216f8e4df3fa71eea448d5fdb2619ce256f005,,0.201861259,1179.0,N,1460.0,826.0,634.0,4.0,4.0,8.0,1.3
531,531,0x575d1102ada99d29868cdd083a32511f08d5ef2a,,7.517394637,41.0,N,29.0,16.0,13.0,0.0,0.0,0.0,1.23
532,532,0x583e64bd7c83fc848254c665edaa3ff6b21c744d,,0.0,81.0,N,4.0,2.0,2.0,18.0,26.0,44.0,1.0
533,533,0x5849e26c4d60673cb8953f5211b366eb4dec6a8a,,0.000336724,2.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
534,534,0x591dc5c3d1a95567ee8b6f3bb2a8cf6f3a9f071d,,156.4120164,158.0,N,0.0,0.0,0.0,49.0,94.0,143.0,1.0
535,535,0x594b7efdda12093e98945c89243b71ff79409e4a,,0.650239104,535.0,N,571.0,309.0,262.0,0.0,0.0,0.0,1.18
536,536,0x5960d3c809a1d1990cf09f0b7915af28e460e320,,0.0,13.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
537,537,0x598d22c2778138bf32fa9405048cd8e809c8b785,,583.511125,20.0,N,6.0,6.0,0.0,0.0,0.0,0.0,1000.0
538,538,0x5a1facc37d52f7649fa374bfa328fd7bda7ce56e,,3.198567161,31.0,N,16.0,12.0,4.0,0.0,0.0,0.0,3.0
539,539,0x5a57cfafe8b9e94419cc7d0cb1f4a95c73f40110,,164.7399873,804.0,N,182.0,48.0,134.0,0.0,0.0,0.0,0.36
540,540,0x5a85aafa7fbca99ea32df27c33b14831feeb20f9,,36892.59185,14.0,N,85.0,85.0,0.0,0.0,0.0,0.0,1000.0
541,541,0x5aa3393e361c2eb342408559309b3e873cd876d6,,101.5789741,10000.0,N,10000.0,5002.0,4998.0,0.0,340.0,340.0,1.0
542,542,0x5bcf8de17b76e12ab84cf8b64bf34c5a54147ba3,,2.69e-08,22.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
543,543,0x5c198c30471584cf0d9757cebe6fc58c99b6fe52,,0.003359553,33.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
544,544,0x5cd50059c4f8e6a3789ee843e52523174fef8983,,0.523401998,375.0,N,386.0,204.0,182.0,0.0,0.0,0.0,1.12
545,545,0x5cef598bfb2bc2711f114a8f13549ad17dff4e22,,0.0345978,11.0,N,0.0,0.0,0.0,2.0,3.0,5.0,1.0
546,546,0x5d6402d366ce327b28c9ab08ba526f32c0a47b9b,,0.142537613,82.0,N,6.0,3.0,3.0,9.0,27.0,36.0,1.0
547,547,0x5e77f4e24b4f3448920857d87215ee30c05c6e4b,,0.070294247,92.0,N,5.0,3.0,2.0,0.0,0.0,0.0,1.5
548,548,0x5e90bb55bda16dcbe9f9ec0964c2f1f63f4df27e,,0.101330541,357.0,N,251.0,119.0,132.0,0.0,0.0,0.0,0.9
549,549,0x602b93a6ab102907a40cde6b786cd07b4279e796,,1.759971499,241.0,N,8.0,6.0,2.0,80.0,105.0,185.0,3.0
550,550,0x604df452158e7ddf3e44338308edc079a953c9da,,5.257693322,10000.0,N,42.0,41.0,1.0,0.0,0.0,0.0,41.0
551,551,0x6101b69c06efc3c1ae68ebea61aa1c746fe628d7,,3.736027398,10000.0,N,2.0,2.0,0.0,0.0,0.0,0.0,1000.0
552,552,0x610761dbc1c68c905b34c5e0dd2acc77778b0943,,0.039298315,439.0,N,202.0,103.0,99.0,6.0,261.0,267.0,1.04
553,553,0x61813ba8908bfef1ebbc5261cf87114c8553d1bc,,0.084447984,91.0,N,22.0,14.0,8.0,5.0,29.0,34.0,1.75
554,554,0x622a0ada3cd0c1f5c843e38f9ed0d859b7589f90,,29946.90869,8.0,N,18.0,18.0,0.0,0.0,0.0,0.0,1000.0
555,555,0x62a624897f020aa454ee42beecb1a483424893da,,30007.99727,35.0,N,4.0,4.0,0.0,0.0,0.0,0.0,1000.0
556,556,0x63cbe43358b145d3ebed734dcfcd69b51f5149fb,,30000.01996,6.0,N,3.0,3.0,0.0,0.0,0.0,0.0,1000.0
557,557,0x65126679d2055f70ccc893a3582dad100bf693af,,0.41158863,28.0,N,2.0,1.0,1.0,10.0,11.0,21.0,1.0
558,558,0x669a7b78bbd76f36aac03fbf681f428e88457cad,,0.365842993,266.0,N,146.0,73.0,73.0,2.0,2.0,4.0,1.0
559,559,0x66c5f629a79d87093eaf43da8e5cb5901b7cf824,,0.001276158,33.0,N,12.0,6.0,6.0,0.0,0.0,0.0,1.0
560,560,0x67697cd53e4092be798f7fbb5e0fdd5fc98e5df0,,0.26409838,182.0,N,0.0,0.0,0.0,9.0,14.0,23.0,1.0
561,561,0x677980de609cd9cde323f9465d6e0ddb0e425b78,,581.8348518,3.0,N,24.0,21.0,3.0,0.0,0.0,0.0,7.0
562,562,0x67a44f9cd2a9e361ae1e4c123a4235ee0ae23dae,,0.029112439,3.0,N,0.0,0.0,0.0,0.0,0.0,0.0,1.0
563,563,0x67d08addb4900d931ab95918c2fb750970586329,,0.185078061,27.0,N,2.0,2.0,0.0,7.0,11.0,18.0,1000.0
564,564,0x6811d2d664590a59727cc0f35b938a2d9f5ab49d,,0.040117345,6.0,N,105.0,100.0,5.0,0.0,0.0,0.0,20.0
565,565,0x68628dbbdb1f9cf6d5e8454daabfdfe1e8bcede8,,0.014655397,2094.0,N,1.0,1.0,0.0,0.0,0.0,0.0,1000.0
